Problem_ID,y_Target,Newton_absTime,Newton_iterSteps,GMGF_absTime,GMGF_iterSteps,x0,f(x0),f'(x0),f''(x0),kappa
P_1c5785c921b9ad99,-1.11509,0.000340962,7,0.00155895,8,0.12617061178353778,4.216213643516685,-17.175356597882846,-5665.544042492873,-19
P_3888e8b63c761903,-0.499958,0.000323021,8,0.000398793,6,0.09201619143947859,-3.3432512300418193,6.520217898212429,-8.729096813062267,0
P_20c84a02474f56e,7082.71,0.0122701,308,0.00105716,24,0.5129070747764573,-2.1642994686726698,1.204334529454302,24.58588317906352,17
P_758afeee62d4c4f6,0.264878,0.000314914,7,0.00183932,7,9.533673911882232,2.9642858960763165,0.17023304523154936,-2.6832442233133853,-25
P_2786bd386db8eee5,0.206673,0.000262459,5,0.000334876,4,0.3521123818786762,0.18603215098474446,0.6019109493509245,-0.32042031502117,-1
P_553e04c2afb72c54,0.869085,0.000330546,6,0.00171922,12,-9.400462255296475,0.5898298292859137,-0.38342885537623833,-0.005055458852472196,0
P_3c8eb5511f121251,-0.513335,0.000253279,6,0.000429968,5,1.2339059411053874,-0.1876824011103197,0.3885199081013574,-0.7168887377600761,-5
P_776e683825796c1,4.60333,0.000266618,7,0.000291521,7,124.22569833993225,8.950804483036714,0.03447370007544149,-0.00036888307706948065,0
P_2ce58c89c1b62990,97.2339,0.000300209,8,0.0356223,1500,878.3203565213573,134.52811001575583,0.03628049649017648,-9.318044693665947e-05,0
P_31497d9e80b7f2fb,-1.27909,0.00124087,33,0.000292423,6,2.4876914854495515,-0.6069304651536732,0.20443201364482963,-0.0688587088675769,-2
P_1bb643159da70f01,-0.402077,0.000416513,11,0.000398638,6,0.8517012082272739,0.007390233477403554,0.1920021644746643,-0.7593059195851448,-21
P_2e7c49e68c2f1e9c,2.52887,0.000382054,10,0.000609111,6,2.2861764132981577,0.5834271557183537,-0.5113599333921499,0.39671115870216833,2
P_d0f43b667edc090,0.161612,0.000395587,8,0.00355404,18,2.166143989631692,0.14761774881085687,-0.02495606228654859,0.07372851719280865,25
P_cf95914ac69cebd,80.7016,0.000270063,7,0.000203397,7,664.9424148956095,62.70030477538647,0.05539540664714247,-0.00011504805994556075,0
P_353e7754b05b14c1,1.42684,0.000248496,6,0.000180816,5,2.554530331836262,1.1114359124169655,-0.15159803732516772,0.020677723892208597,1
P_777a7bfc79dff639,0.173543,0.00138857,40,0.120319,1500,2.9136489805080235,0.005219673536360962,-0.011018872988047186,0.0227925667684249,25
P_157ac4730b0de7b3,1.47427,0.0011454,25,0.00175871,19,7.647260901620108,0.9162444652126122,-0.7244742100741433,-0.4181734718057266,-1
P_5fc8f9f425b3ecf8,446.466,0.000276298,7,0.000203738,7,312.076307494851,1531.7976002667956,-58.11904799914273,2.5776040183380946,0
P_12d7f435de135fc2,-0.341294,0.000247127,6,0.000336063,5,0.39221415093036605,-0.7063589091736489,3.6307838463494835,-14.398819580532649,-1
P_1272cfcf0115978f,-18.9556,0.000255664,5,0.000399463,5,0.16285939544728967,-26.812479532706945,46.12745398613887,157.4276529744113,0
P_206cfe2f4188dd31,-7735.41,0.00058105,12,0.0004682,12,5.624994567701243,859.3351126266998,-77.30954760642734,-225.6196237562605,0
P_350acba1d8e0b206,-0.2302,0.000393984,10,0.000435611,5,1.112063282577421,-0.08835152457688994,0.12543798119764055,-0.17809180272257524,-11
P_251bc3336123a780,-11.6967,0.000382819,8,0.0084797,85,0.3111328283848938,-0.7348477677508317,33.99427026423538,-30.475505131441423,0
P_77262b9c680732f4,2.82754,0.000249366,6,0.000198099,6,2.4856419686599747,1.93707700002601,-0.41398860185095576,0.08847689712913213,1
P_fdac17d82fd08ae,0.382572,0.000217912,5,0.000334915,5,0.18298004844401206,0.3419137647439632,-2.377482227205925,15.096775230616018,3
P_97d90abda0eda29,7692.75,0.00187786,44,0.00241558,44,1.2835333957579032,-26.264550790089277,-61.69356382096546,-73.80072903783329,0
P_64743a3061cd0b55,0.20354,0.000213789,5,0.000202871,4,4.037662601778013,0.18400553233728753,-0.08335094935158652,0.03775636889588726,5
P_24fe5a204c32e486,-1.82976,0.000145861,3,0.00591074,13,0.38056298498885965,0.0018635197731613291,0.04407068939021773,0.926430537593237,25
P_42050258b8771095,-2.82765,0.000184823,4,0.000138747,4,2.501621422501172,-2.8552564702552945,0.30003258139647404,-0.03152765814112068,0
P_322aebbf8cf96037,0.219571,0.000306156,6,0.00125424,13,5.036062347558456,0.5728533126034154,0.3807865827907294,-0.3449752593727119,-2
P_39a7bcb71550a951,0.693412,0.000355457,9,0.000345383,6,-0.7087942197536101,0.6467344082132415,-0.2898917470180108,12.780282066375284,25
P_3d3172ce9768f7ff,9166.67,0.000284339,7,0.000277969,7,9.070911987654561,33849.452308241904,14927.294968851436,4936.899815474424,0
P_9daf33d99847937,44.8107,0.000202672,5,0.000155981,5,389.5378180674106,50.99919565721921,0.07400645635317042,-9.60026321711315e-05,0
P_453ee61b4a392628,167.072,0.00025873,5,0.000954181,5,-9.56101704980831,240.12731203770133,-99.74673213127205,22.224054387198244,0
P_1553e6f365232b4a,33.5353,0.000235056,6,0.000189385,6,450.08992426139685,43.549049693050755,0.04611693634291362,-0.0001076541150045146,0
P_48f1993cdefbe1d4,0.596006,0.000282373,7,0.000250961,5,4.2566194704460685,0.31668673291062477,-0.07334377037708636,0.01698621411666436,3
P_7215fd25bfff5e58,21.6249,0.000995781,30,0.000750204,30,48.69914470849629,117.78455174422218,0.26892406769434,-0.019279757510656303,0
